district,division,season,year,rainfall_mm_seasonal,temp_max_avg_C,temp_min_avg_C,humidity_avg_pct,dry_spell_days,rainfall_deviation_pct,onset_monsoon_deviation_days,fog_days,soil_type,soil_pH,organic_carbon_pct,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_moisture_pct,ec_dS_m,crop_name,sowing_date_deviation,irrigation_type,seed_variety,fertilizer_kg_ha,pesticide_applications,previous_crop,ndvi_sowing,ndvi_peak,ndvi_delta,ndvi_stress_weeks,humidity_streak_days,temp_disease_window,prev_season_disease,pest_alert_issued,yield_kg_per_hectare,disease_risk_score,disease_risk_label,scenario
Jalgaon,Nashik,Year-Round,2014,80.5,39.3,22.5,27.8,9,15.0,0,0,Red,7.0,0.35,156.5,8.9,151.9,19.1,0.13,Grapes,-6,drip,HYV,265.5,3,Cotton,0.27,0.52,0.25,0,10,5,0,0,20238.9,0.224,Low,normal
Pune,Pune,Kharif,2014,677.7,33.3,17.0,94.1,11,6.3,0,0,Deep Black Cotton,7.6,0.59,277.8,28.6,381.4,20.5,0.81,Soybean,11,drip,Desi,169.1,3,Tur Dal,0.31,0.83,0.52,2,7,13,1,0,1262.1,0.663,High,normal
Pune,Pune,Year-Round,2014,80.8,37.2,18.4,42.0,6,-4.9,0,0,Deep Black Cotton,7.6,0.56,245.1,25.5,374.9,39.8,0.57,Sugarcane,0,sprinkler,Desi,150.5,1,Tur Dal,0.29,0.85,0.56,0,1,4,0,0,78551.0,0.022,Low,normal
Pune,Pune,Kharif,2014,584.2,33.3,15.4,55.5,4,-8.4,4,0,Medium Black,6.5,0.38,193.2,19.5,258.9,26.8,0.53,Jowar,6,furrow,Desi,131.2,5,Grapes,0.3,0.77,0.47,2,2,2,0,0,1160.5,0.316,Medium,normal
Satara,Pune,Kharif,2014,612.9,33.9,16.7,80.0,5,-3.9,6,0,Deep Black Cotton,8.0,0.79,195.3,34.7,430.9,29.1,1.1,Soybean,0,canal,HYV,144.4,1,Grapes,0.47,0.66,0.19,1,2,20,0,0,1467.1,0.322,Medium,normal
Satara,Pune,Year-Round,2014,75.9,38.2,21.8,43.1,8,-10.7,0,0,Deep Black Cotton,8.2,0.58,200.0,31.2,331.4,24.2,0.63,Sugarcane,3,rainfed,BT,133.8,4,Tur Dal,0.28,0.55,0.27,2,9,5,0,0,53665.3,0.423,Medium,normal
Satara,Pune,Kharif,2014,531.3,32.1,14.2,75.2,5,-16.7,1,0,Deep Black Cotton,8.3,0.65,214.7,24.7,450.5,21.4,0.5,Jowar,11,furrow,HYV,209.6,3,Grapes,0.37,0.64,0.27,0,2,0,0,0,1208.7,0.026,Low,normal
Sangli,Pune,Kharif,2014,621.9,34.2,13.4,58.2,5,-2.4,-6,0,Medium Black,7.1,0.66,166.8,12.2,264.7,19.5,0.22,Soybean,0,furrow,Hybrid,143.3,2,Cotton,0.34,0.68,0.34,1,8,15,0,0,1525.3,0.425,Medium,normal
Sangli,Pune,Year-Round,2014,70.4,37.3,18.9,31.9,4,-17.1,0,0,Deep Black Cotton,7.4,0.78,226.2,15.6,368.0,31.7,0.6,Sugarcane,1,drip,BT,206.7,6,Sugarcane,0.32,0.84,0.52,0,24,0,1,1,68658.7,0.907,Critical,pest_outbreak
Sangli,Pune,Kharif,2014,544.4,32.0,16.9,67.1,7,-14.6,-2,0,Medium Black,6.7,0.62,226.0,20.7,357.6,16.2,0.53,Jowar,-3,rainfed,Desi,121.8,3,Cotton,0.35,0.75,0.4,1,5,3,1,0,1303.3,0.399,Medium,normal
Solapur,Pune,Kharif,2014,677.7,34.5,16.6,79.0,11,6.3,1,0,Deep Black Cotton,7.9,0.76,255.1,34.3,492.0,24.5,0.95,Soybean,-7,sprinkler,BT,93.5,2,Grapes,0.42,0.6,0.18,0,5,22,0,0,1146.6,0.313,Medium,normal
Solapur,Pune,Year-Round,2014,71.6,37.6,20.3,20.3,7,-15.8,0,0,Medium Black,7.0,0.6,204.8,18.9,412.0,26.7,0.43,Sugarcane,6,rainfed,BT,136.2,5,Soybean,0.44,0.62,0.18,1,0,1,0,0,52405.5,0.078,Low,normal
Solapur,Pune,Kharif,2014,685.6,31.3,13.8,54.2,7,7.5,0,0,Medium Black,6.7,0.66,248.8,17.2,278.7,24.6,0.63,Jowar,-3,canal,Hybrid,141.9,6,Onion,0.38,0.71,0.33,1,19,1,1,1,787.1,1.0,Critical,pest_outbreak
Kolhapur,Pune,Kharif,2014,708.5,33.9,15.8,75.2,6,11.1,0,0,Deep Black Cotton,8.0,0.49,217.7,25.1,405.6,37.8,0.64,Soybean,0,rainfed,Desi,115.0,4,Rice,0.36,0.72,0.36,1,0,17,1,1,1085.2,0.629,High,normal
Kolhapur,Pune,Year-Round,2014,80.1,39.5,21.9,45.1,5,-5.8,0,0,Deep Black Cotton,8.2,0.62,244.7,21.5,332.3,20.3,1.04,Sugarcane,-1,canal,HYV,297.3,2,Sugarcane,0.32,0.58,0.26,1,7,1,0,1,59406.4,0.356,Medium,normal
Kolhapur,Pune,Kharif,2014,735.4,33.7,14.1,55.5,6,15.4,0,0,Medium Black,7.2,0.58,155.6,23.4,402.9,30.6,0.66,Jowar,0,canal,HYV,210.5,3,Cotton,0.41,0.55,0.14,2,5,2,0,1,875.5,0.459,Medium,normal
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2014,418.0,37.6,15.3,77.9,4,-14.2,-4,0,Deep Black Cotton,8.0,0.75,276.2,32.1,312.0,33.3,1.01,Soybean,0,rainfed,Desi,165.8,2,Onion,0.35,0.64,0.29,1,1,5,0,0,1113.4,0.222,Low,normal
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2014,470.7,35.5,17.3,47.5,10,-3.5,6,0,Deep Black Cotton,7.4,0.72,260.8,24.3,336.2,32.9,1.19,Cotton,-1,drip,Hybrid,259.8,4,Soybean,0.48,0.68,0.2,1,5,2,0,0,482.0,0.295,Medium,normal
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2014,419.1,35.5,16.7,70.1,4,-14.0,8,0,Deep Black Cotton,7.0,0.78,259.7,18.8,357.5,39.7,0.64,Tur Dal,-2,rainfed,BT,81.4,6,Grapes,0.33,0.81,0.48,1,1,3,1,0,1113.1,0.312,Medium,normal
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2014,471.4,36.7,17.0,80.6,7,-3.3,2,0,Deep Black Cotton,8.3,0.55,181.7,22.8,430.9,25.1,0.69,Jowar,0,rainfed,Desi,287.9,2,Rice,0.37,0.69,0.32,1,19,4,1,1,903.5,1.0,Critical,pest_outbreak
Jalna,Aurangabad,Kharif,2014,398.0,36.7,16.4,45.7,6,-18.4,0,0,Medium Black,7.7,0.46,188.6,24.6,252.0,21.8,0.38,Soybean,0,furrow,Desi,189.2,6,Soybean,0.49,0.77,0.28,0,8,3,1,0,1288.8,0.362,Medium,normal
Jalna,Aurangabad,Kharif,2014,438.1,34.3,17.1,78.8,11,-10.1,5,0,Medium Black,6.6,0.68,232.7,27.4,431.3,23.2,0.71,Cotton,0,sprinkler,BT,190.5,4,Grapes,0.42,0.52,0.1,1,1,12,0,0,408.9,0.192,Low,normal
Jalna,Aurangabad,Kharif,2014,500.7,35.1,16.5,77.6,5,2.7,3,0,Medium Black,7.4,0.42,150.1,18.8,397.6,18.0,0.5,Tur Dal,2,furrow,HYV,101.4,2,Grapes,0.37,0.63,0.26,0,5,0,0,1,967.5,0.282,Medium,normal
Jalna,Aurangabad,Kharif,2014,501.6,34.3,17.2,68.0,7,2.9,-5,0,Deep Black Cotton,7.8,0.65,223.9,28.6,321.7,39.2,0.98,Jowar,-4,canal,Hybrid,257.8,2,Tur Dal,0.35,0.71,0.36,1,9,4,0,0,1184.5,0.253,Medium,normal
Beed,Aurangabad,Kharif,2014,464.7,34.6,18.9,82.9,5,-4.7,0,0,Medium Black,6.6,0.3,195.1,14.8,397.6,33.4,0.23,Soybean,-2,sprinkler,BT,240.8,1,Rice,0.32,0.79,0.47,0,3,11,0,0,1139.8,0.098,Low,normal
Beed,Aurangabad,Kharif,2014,512.0,36.6,18.8,84.3,8,5.0,-3,0,Medium Black,6.8,0.52,210.2,30.0,290.2,25.5,0.41,Cotton,-3,furrow,HYV,207.2,2,Onion,0.33,0.52,0.19,1,4,4,0,1,388.9,0.447,Medium,normal
Beed,Aurangabad,Kharif,2014,443.0,34.6,17.4,64.6,5,-9.1,0,0,Medium Black,7.4,0.66,166.7,20.6,374.0,26.9,0.72,Tur Dal,-2,sprinkler,HYV,86.7,0,Sugarcane,0.38,0.71,0.33,1,3,4,0,0,1062.6,0.247,Low,normal
Beed,Aurangabad,Kharif,2014,491.9,36.5,16.6,76.7,14,0.9,0,0,Medium Black,6.9,0.53,204.5,20.8,393.5,21.3,0.67,Jowar,-3,sprinkler,Hybrid,123.0,1,Tur Dal,0.42,0.53,0.11,1,5,7,0,0,1071.5,0.261,Medium,normal
Latur,Aurangabad,Kharif,2014,534.6,35.3,17.0,81.6,7,9.7,1,0,Medium Black,7.3,0.67,168.3,26.5,345.3,31.0,0.5,Soybean,7,rainfed,HYV,220.4,6,Rice,0.3,0.53,0.23,0,2,0,0,1,1186.8,0.222,Low,normal
Latur,Aurangabad,Kharif,2014,535.3,36.0,15.6,54.7,10,9.8,3,0,Medium Black,7.6,0.66,214.9,25.1,359.8,22.7,0.59,Cotton,8,rainfed,Hybrid,292.0,3,Cotton,0.37,0.71,0.34,0,7,0,0,1,356.0,0.227,Low,normal
Latur,Aurangabad,Kharif,2014,422.7,34.2,18.6,66.6,13,-13.3,-2,0,Medium Black,7.0,0.51,200.7,24.8,332.0,17.0,0.67,Tur Dal,1,furrow,Hybrid,209.2,0,Onion,0.27,0.82,0.55,0,5,6,1,1,1043.5,0.43,Medium,normal
Latur,Aurangabad,Kharif,2014,429.4,35.2,18.0,46.0,5,-11.9,0,0,Medium Black,7.7,0.31,219.9,29.2,391.2,34.9,0.61,Jowar,5,drip,BT,156.6,1,Sugarcane,0.32,0.65,0.33,0,8,5,0,0,1282.5,0.224,Low,normal
Dharashiv,Aurangabad,Kharif,2014,556.3,36.1,17.5,48.7,10,14.1,1,0,Deep Black Cotton,8.5,0.54,259.7,32.0,424.6,27.0,0.86,Soybean,8,canal,HYV,269.8,1,Tur Dal,0.32,0.84,0.52,1,23,0,1,1,1459.0,1.0,Critical,pest_outbreak
Dharashiv,Aurangabad,Kharif,2014,566.1,34.2,17.1,47.0,9,16.1,6,0,Deep Black Cotton,7.3,0.51,186.3,30.9,424.4,26.3,0.45,Cotton,-8,sprinkler,HYV,217.4,4,Soybean,0.28,0.8,0.52,1,16,24,1,1,403.1,1.0,Critical,pest_outbreak
Dharashiv,Aurangabad,Kharif,2014,580.8,35.9,15.7,53.1,14,19.1,-3,0,Deep Black Cotton,7.8,0.42,262.6,24.9,369.3,26.4,1.08,Tur Dal,-2,sprinkler,Hybrid,144.8,0,Cotton,0.29,0.57,0.28,1,3,0,0,1,1017.2,0.308,Medium,normal
Dharashiv,Aurangabad,Kharif,2014,431.5,36.2,17.2,68.6,2,-11.5,1,0,Deep Black Cotton,8.4,0.69,272.8,30.9,421.9,22.3,0.56,Jowar,10,rainfed,Hybrid,159.7,5,Grapes,0.45,0.61,0.16,2,5,6,0,0,798.5,0.411,Medium,normal
Nanded,Aurangabad,Kharif,2014,417.5,37.9,17.4,65.4,8,-14.4,0,0,Medium Black,6.7,0.67,205.4,20.8,336.9,26.3,0.21,Soybean,0,drip,Hybrid,228.2,1,Rice,0.25,0.7,0.45,1,5,0,0,0,1608.4,0.225,Low,normal
Nanded,Aurangabad,Kharif,2014,550.1,36.2,16.2,62.5,6,12.9,6,0,Medium Black,6.6,0.57,246.2,17.4,422.3,33.7,0.65,Cotton,0,sprinkler,Desi,218.9,1,Sugarcane,0.41,0.62,0.21,0,7,6,1,1,433.6,0.568,High,normal
Nanded,Aurangabad,Kharif,2014,565.9,36.6,16.6,48.3,5,16.1,6,0,Medium Black,6.7,0.62,220.5,17.8,316.1,26.3,0.71,Tur Dal,-3,furrow,Hybrid,297.4,9,Jowar,0.32,0.61,0.29,0,4,4,1,0,882.0,0.235,Low,normal
Nanded,Aurangabad,Kharif,2014,461.5,34.9,15.4,74.2,3,-5.3,0,0,Deep Black Cotton,8.5,0.67,277.2,31.6,354.2,28.5,0.51,Jowar,1,drip,Desi,168.1,5,Rice,0.41,0.66,0.25,0,2,0,1,0,1184.5,0.208,Low,normal
Parbhani,Aurangabad,Kharif,2014,458.7,35.8,15.6,61.2,6,-5.9,-2,0,Deep Black Cotton,7.9,0.78,217.7,27.4,475.6,29.0,0.41,Soybean,-4,drip,BT,232.8,2,Cotton,0.31,0.59,0.28,0,4,1,1,0,1347.7,0.286,Medium,normal
Parbhani,Aurangabad,Kharif,2014,507.6,37.6,16.6,77.4,3,4.1,2,0,Deep Black Cotton,7.1,0.61,211.3,19.5,401.2,32.1,0.31,Cotton,8,rainfed,BT,274.8,2,Jowar,0.33,0.7,0.37,1,7,3,1,0,371.6,0.475,Medium,normal
Parbhani,Aurangabad,Kharif,2014,472.7,36.0,18.4,65.9,6,-3.0,-8,0,Medium Black,7.1,0.34,176.7,16.7,347.4,24.2,0.46,Tur Dal,1,sprinkler,Desi,258.2,6,Sugarcane,0.34,0.67,0.33,0,4,2,0,0,1082.9,0.075,Low,normal
Parbhani,Aurangabad,Kharif,2014,529.9,37.8,17.6,61.5,6,8.7,-4,0,Deep Black Cotton,7.8,0.72,235.0,20.4,457.2,25.4,0.96,Jowar,1,canal,Hybrid,237.9,2,Sugarcane,0.32,0.57,0.25,0,7,3,0,0,1316.4,0.116,Low,normal
Hingoli,Aurangabad,Kharif,2014,513.6,34.5,18.1,73.8,5,5.4,9,0,Deep Black Cotton,8.1,0.42,254.4,24.7,363.5,22.8,0.37,Soybean,-3,rainfed,Hybrid,230.0,3,Grapes,0.33,0.55,0.22,0,0,12,0,0,1123.6,0.155,Low,normal
Hingoli,Aurangabad,Kharif,2014,427.0,36.9,16.3,68.3,4,-12.4,-4,0,Deep Black Cotton,8.5,0.68,255.3,16.3,452.7,35.5,0.9,Cotton,0,sprinkler,BT,274.3,4,Tur Dal,0.27,0.82,0.55,0,7,1,1,0,322.8,0.322,Medium,normal
Hingoli,Aurangabad,Kharif,2014,395.1,38.0,16.1,81.9,4,-18.9,0,0,Deep Black Cotton,8.1,0.7,275.7,24.7,434.8,36.5,0.73,Tur Dal,-9,rainfed,Hybrid,192.8,3,Soybean,0.35,0.78,0.43,0,4,7,0,1,948.7,0.221,Low,normal
Hingoli,Aurangabad,Kharif,2014,460.1,34.6,15.5,73.5,6,-5.6,0,0,Medium Black,6.5,0.44,238.9,24.4,279.1,26.8,0.74,Jowar,5,rainfed,Desi,152.9,4,Grapes,0.48,0.5,0.02,1,5,3,0,0,838.1,0.236,Low,normal
Amravati,Amravati,Kharif,2014,626.3,37.7,16.0,72.8,4,4.4,-1,0,Deep Black Cotton,7.4,0.64,220.7,23.8,312.1,22.8,0.65,Soybean,0,furrow,BT,120.7,6,Soybean,0.41,0.73,0.32,1,21,7,1,1,1384.9,0.949,Critical,pest_outbreak
Amravati,Amravati,Kharif,2014,511.4,37.3,14.4,64.6,5,-14.8,-4,0,Deep Black Cotton,7.6,0.69,272.1,20.0,371.0,23.1,0.92,Cotton,0,canal,HYV,287.4,3,Rice,0.45,0.77,0.32,2,6,6,0,0,404.8,0.353,Medium,normal
Akola,Amravati,Kharif,2014,568.5,35.4,16.9,57.8,8,-5.2,3,0,Medium Black,7.0,0.63,231.4,27.3,283.8,29.1,0.29,Soybean,4,rainfed,HYV,166.2,1,Onion,0.39,0.72,0.33,0,4,6,0,0,1665.1,0.093,Low,normal
Akola,Amravati,Kharif,2014,676.3,36.0,17.7,82.1,7,12.7,-3,0,Deep Black Cotton,7.7,0.66,225.6,24.2,303.3,23.5,0.74,Cotton,-2,furrow,Hybrid,137.8,2,Onion,0.43,0.62,0.19,1,7,6,0,0,475.8,0.238,Low,normal
Washim,Amravati,Kharif,2014,700.5,35.3,17.7,64.6,9,16.8,5,0,Deep Black Cotton,8.3,0.55,239.0,32.4,343.0,29.7,1.16,Soybean,5,furrow,HYV,235.2,3,Tur Dal,0.38,0.56,0.18,0,12,0,1,1,899.1,0.872,Critical,pest_outbreak
Washim,Amravati,Kharif,2014,719.7,38.8,16.6,63.6,6,19.9,9,0,Deep Black Cotton,7.2,0.46,253.4,32.3,407.3,25.8,0.62,Cotton,7,furrow,HYV,273.7,1,Jowar,0.33,0.57,0.24,2,4,3,0,0,422.7,0.239,Low,normal
Buldhana,Amravati,Kharif,2014,637.9,36.7,16.7,63.0,4,6.3,1,0,Medium Black,6.6,0.66,244.6,25.1,394.8,20.4,0.53,Soybean,-5,furrow,BT,239.5,2,Cotton,0.44,0.79,0.35,1,1,7,0,0,1489.2,0.173,Low,normal
Buldhana,Amravati,Kharif,2014,627.6,35.9,16.2,77.3,11,4.6,0,0,Medium Black,7.1,0.46,222.4,28.4,255.0,24.0,0.57,Cotton,-7,furrow,Hybrid,201.7,2,Cotton,0.49,0.66,0.17,0,1,1,1,0,477.1,0.222,Low,normal
Yavatmal,Amravati,Kharif,2014,509.5,36.9,16.5,78.9,7,-15.1,-1,0,Deep Black Cotton,8.4,0.55,217.6,29.9,391.3,20.6,1.13,Soybean,-6,canal,HYV,253.4,2,Cotton,0.5,0.8,0.3,0,4,5,0,0,1458.9,0.165,Low,normal
Yavatmal,Amravati,Kharif,2014,592.4,38.2,17.7,54.5,8,-1.3,3,0,Deep Black Cotton,7.4,0.61,220.6,15.9,491.5,39.1,0.55,Cotton,1,rainfed,BT,122.4,1,Rice,0.35,0.6,0.25,1,1,4,0,0,425.7,0.192,Low,normal
Nagpur,Nagpur,Kharif,2014,848.7,39.8,15.5,51.7,5,7.8,3,0,Red Laterite,6.7,0.21,167.5,21.0,183.2,18.9,0.33,Soybean,-6,drip,HYV,133.2,0,Onion,0.3,0.63,0.33,1,4,7,0,1,1470.1,0.427,Medium,normal
Nagpur,Nagpur,Kharif,2014,876.3,36.7,13.2,62.8,13,11.3,-9,0,Deep Black Cotton,8.1,0.72,279.1,17.7,493.0,32.0,1.03,Cotton,6,canal,Hybrid,274.7,3,Tur Dal,0.26,0.59,0.33,0,4,2,0,0,427.5,0.113,Low,normal
Nagpur,Nagpur,Kharif,2014,772.4,36.6,15.7,78.8,2,-1.9,-4,0,Deep Black Cotton,8.1,0.47,253.9,24.6,390.7,37.0,0.94,Rice,8,canal,HYV,132.2,3,Tur Dal,0.37,0.75,0.38,1,6,4,1,0,2372.2,0.394,Medium,normal
Wardha,Nagpur,Kharif,2014,889.4,39.0,13.8,84.4,6,12.9,0,0,Deep Black Cotton,8.4,0.73,237.9,28.5,425.0,33.3,0.54,Soybean,0,furrow,BT,258.1,7,Jowar,0.5,0.82,0.32,0,6,4,1,1,1243.7,0.446,Medium,normal
Wardha,Nagpur,Kharif,2014,864.7,36.2,13.8,70.1,5,9.8,0,0,Red Laterite,6.5,0.52,155.7,18.7,276.5,23.2,0.27,Cotton,2,drip,Hybrid,213.6,1,Soybean,0.34,0.6,0.26,0,5,3,0,1,504.1,0.302,Medium,normal
Wardha,Nagpur,Kharif,2014,752.6,39.2,16.9,62.5,10,-4.4,0,0,Red Laterite,6.0,0.26,170.6,9.2,127.4,20.3,0.2,Rice,-10,drip,Desi,159.9,3,Sugarcane,0.44,0.71,0.27,0,6,5,0,1,2208.0,0.164,Low,normal
Chandrapur,Nagpur,Kharif,2014,789.0,37.5,16.0,84.3,7,0.2,-1,0,Red Laterite,6.2,0.48,151.9,9.9,122.8,19.1,0.46,Soybean,-4,rainfed,HYV,237.1,0,Cotton,0.43,0.65,0.22,1,3,5,0,0,1189.9,0.115,Low,normal
Chandrapur,Nagpur,Kharif,2014,650.9,37.7,15.8,70.5,7,-17.3,0,0,Deep Black Cotton,7.2,0.43,255.6,18.3,482.8,27.4,0.9,Cotton,0,sprinkler,Hybrid,294.2,3,Grapes,0.36,0.81,0.45,2,4,4,1,0,491.3,0.475,Medium,normal
Chandrapur,Nagpur,Kharif,2014,647.0,38.3,15.8,59.7,4,-17.8,4,0,Red Laterite,5.6,0.36,140.9,17.5,178.3,14.4,0.24,Rice,3,rainfed,Hybrid,150.2,2,Soybean,0.47,0.62,0.15,1,3,7,1,0,1655.9,0.46,Medium,normal
Gadchiroli,Nagpur,Kharif,2014,650.3,36.8,14.8,88.0,11,-17.4,-7,0,Alluvial,6.6,0.79,218.6,27.1,325.8,35.6,0.47,Soybean,0,canal,HYV,232.2,3,Grapes,0.27,0.67,0.4,1,4,2,0,1,1539.6,0.402,Medium,normal
Gadchiroli,Nagpur,Kharif,2014,648.7,39.8,13.6,78.6,8,-17.6,0,0,Deep Black Cotton,7.4,0.58,212.5,17.2,383.4,35.3,0.66,Cotton,6,furrow,HYV,132.2,3,Rice,0.47,0.58,0.11,0,7,2,0,0,498.5,0.159,Low,normal
Gadchiroli,Nagpur,Kharif,2014,944.9,37.2,16.9,54.1,7,20.0,4,0,Alluvial,6.8,0.56,306.7,35.0,385.3,21.3,0.45,Rice,-3,drip,BT,102.1,4,Sugarcane,0.33,0.56,0.23,1,7,5,1,0,2362.6,0.56,High,normal
Gondia,Nagpur,Kharif,2014,648.4,36.9,16.8,69.0,6,-17.7,4,0,Red Laterite,6.2,0.48,128.3,8.6,161.5,16.9,0.38,Soybean,-9,canal,BT,296.9,1,Onion,0.41,0.61,0.2,0,8,4,1,0,1581.7,0.364,Medium,normal
Gondia,Nagpur,Kharif,2014,639.1,36.7,13.8,79.4,9,-18.9,-2,0,Red Laterite,6.2,0.24,156.3,9.2,194.4,25.5,0.21,Cotton,2,rainfed,HYV,294.8,2,Rice,0.38,0.61,0.23,1,12,4,1,1,352.6,1.0,Critical,pest_outbreak
Gondia,Nagpur,Kharif,2014,929.3,38.8,16.8,59.8,9,18.0,8,0,Alluvial,6.7,0.98,243.7,31.8,293.7,29.4,0.48,Rice,6,rainfed,Desi,244.9,2,Sugarcane,0.28,0.54,0.26,3,14,4,1,1,1669.3,0.967,Critical,pest_outbreak
Bhandara,Nagpur,Kharif,2014,934.8,37.7,13.8,81.8,8,18.7,0,0,Deep Black Cotton,8.5,0.57,194.9,23.0,448.5,37.0,0.71,Soybean,7,canal,HYV,149.0,2,Jowar,0.25,0.51,0.26,1,7,6,1,0,977.7,0.514,High,normal
Bhandara,Nagpur,Kharif,2014,802.6,38.8,14.1,87.2,3,1.9,-1,0,Deep Black Cotton,8.3,0.6,229.0,22.2,498.8,22.2,0.83,Cotton,2,rainfed,Hybrid,242.9,5,Cotton,0.38,0.55,0.17,0,5,1,1,0,454.9,0.353,Medium,normal
Bhandara,Nagpur,Kharif,2014,672.6,37.3,14.3,76.5,7,-14.6,-2,0,Red Laterite,6.5,0.5,212.5,8.8,121.8,23.2,0.21,Rice,-3,furrow,BT,208.5,4,Tur Dal,0.48,0.69,0.21,1,0,3,0,0,2315.8,0.119,Low,normal
Mumbai City,Konkan,Kharif,2015,2190.8,31.5,19.8,92.2,10,4.3,3,0,Laterite,6.1,0.67,181.8,13.5,176.7,15.6,0.12,Rice,6,rainfed,Desi,134.2,2,Jowar,0.3,0.75,0.45,1,3,0,0,0,2070.4,0.137,Low,normal
Mumbai Suburban,Konkan,Kharif,2015,2388.1,31.1,18.1,80.7,9,13.7,-2,0,Laterite,6.4,0.64,209.8,7.3,208.2,27.4,0.13,Rice,1,drip,BT,297.9,1,Tur Dal,0.34,0.69,0.35,1,0,2,1,0,3154.3,0.364,Medium,normal
Thane,Konkan,Kharif,2015,2391.5,30.3,20.8,81.1,11,13.9,-4,0,Laterite,5.5,0.47,206.0,10.8,217.0,30.0,0.27,Rice,-2,sprinkler,HYV,128.1,7,Jowar,0.41,0.77,0.36,0,6,5,1,0,2772.0,0.264,Medium,normal
Palghar,Konkan,Kharif,2015,2057.2,31.7,19.9,83.0,7,-2.0,0,0,Laterite,5.4,0.52,163.2,16.5,218.2,27.5,0.2,Rice,4,rainfed,BT,154.5,4,Rice,0.3,0.77,0.47,2,6,7,0,0,2327.5,0.373,Medium,normal
Raigad,Konkan,Kharif,2015,2332.9,31.9,21.9,82.9,13,11.1,1,0,Laterite,5.1,0.54,187.4,16.7,232.3,23.5,0.23,Rice,-2,rainfed,Hybrid,289.9,4,Soybean,0.34,0.59,0.25,0,2,5,0,0,1837.3,0.146,Low,normal
Ratnagiri,Konkan,Kharif,2015,1897.3,31.9,18.1,83.8,4,-9.7,4,0,Alluvial,7.2,0.99,206.9,21.1,290.3,27.7,0.51,Rice,0,sprinkler,BT,135.5,2,Grapes,0.26,0.55,0.29,1,7,0,0,0,2451.6,0.288,Medium,normal
Sindhudurg,Konkan,Kharif,2015,2426.2,32.6,18.4,95.0,2,15.5,-5,0,Laterite,6.4,0.48,151.1,15.0,126.5,20.1,0.13,Rice,-3,drip,Desi,189.6,4,Tur Dal,0.46,0.74,0.28,0,0,0,0,0,2960.2,0.0,Low,normal
Nashik,Nashik,Rabi,2015,102.1,31.6,11.6,54.5,5,-2.8,0,5,Medium Black,7.5,0.5,152.9,23.1,332.3,33.4,0.5,Onion,-4,rainfed,Desi,247.8,4,Soybean,0.49,0.65,0.16,1,7,4,0,0,12899.9,0.295,Medium,normal
Nashik,Nashik,Year-Round,2015,81.2,38.7,22.3,35.6,6,16.1,0,0,Medium Black,6.5,0.67,188.7,29.8,402.3,16.6,0.6,Grapes,-4,sprinkler,Hybrid,236.9,1,Onion,0.38,0.62,0.24,0,2,5,0,0,20683.0,0.032,Low,normal
Ahmednagar,Nashik,Rabi,2015,85.0,32.7,14.2,52.8,9,-19.1,0,3,Medium Black,7.5,0.59,187.8,13.4,252.4,20.8,0.21,Onion,-2,drip,Hybrid,242.2,2,Jowar,0.42,0.57,0.15,1,0,4,1,0,15042.3,0.368,Medium,normal
Ahmednagar,Nashik,Year-Round,2015,67.2,39.8,21.3,57.0,4,-4.0,0,0,Medium Black,7.3,0.69,244.6,29.5,440.4,15.2,0.64,Grapes,4,rainfed,HYV,298.9,1,Cotton,0.31,0.52,0.21,0,1,0,0,0,16328.5,0.027,Low,normal
Dhule,Nashik,Rabi,2015,95.5,31.6,12.5,53.1,9,-9.1,0,7,Medium Black,6.5,0.62,163.8,16.0,365.4,20.3,0.6,Onion,-4,canal,Hybrid,249.7,5,Grapes,0.5,0.72,0.22,0,5,3,0,0,13634.6,0.01,Low,normal
Dhule,Nashik,Year-Round,2015,61.0,39.2,22.4,26.1,8,-12.8,0,0,Red,6.6,0.47,153.0,19.3,227.5,17.8,0.34,Grapes,-3,canal,HYV,237.6,2,Soybean,0.37,0.83,0.46,0,0,2,1,0,21714.8,0.315,Medium,normal
Nandurbar,Nashik,Rabi,2015,119.1,29.7,13.5,27.1,4,13.4,0,1,Medium Black,6.5,0.45,156.9,26.3,397.5,33.0,0.34,Onion,-6,furrow,BT,231.5,4,Grapes,0.5,0.82,0.32,2,4,20,0,0,15161.4,0.486,Medium,normal
Nandurbar,Nashik,Year-Round,2015,75.1,40.9,19.7,33.0,3,7.3,0,0,Red,6.8,0.44,182.0,8.3,229.0,10.8,0.32,Grapes,-3,canal,BT,134.9,3,Jowar,0.36,0.64,0.28,0,6,6,1,0,17908.9,0.295,Medium,normal
Jalgaon,Nashik,Rabi,2015,124.1,31.4,14.0,53.6,10,18.2,0,0,Red,7.0,0.5,188.6,8.8,293.0,19.2,0.42,Onion,-8,furrow,Desi,175.0,2,Rice,0.28,0.64,0.36,1,2,7,1,0,15015.7,0.44,Medium,normal
