district,division,season,year,rainfall_mm_seasonal,temp_max_avg_C,temp_min_avg_C,humidity_avg_pct,dry_spell_days,rainfall_deviation_pct,onset_monsoon_deviation_days,fog_days,soil_type,soil_pH,organic_carbon_pct,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_moisture_pct,ec_dS_m,crop_name,sowing_date_deviation,irrigation_type,seed_variety,fertilizer_kg_ha,pesticide_applications,previous_crop,ndvi_sowing,ndvi_peak,ndvi_delta,ndvi_stress_weeks,humidity_streak_days,temp_disease_window,prev_season_disease,pest_alert_issued,yield_kg_per_hectare,disease_risk_score,disease_risk_label,scenario,rainfall_adequacy_ratio,growing_degree_days,vapour_pressure_deficit,soil_crop_suitability_score,irrigation_efficiency_score,pest_pressure_index,yield_lag_1yr,ndvi_anomaly,crop_name_encoded,irrigation_type_encoded,seed_variety_encoded,previous_crop_encoded,season_encoded,soil_type_Deep Black Cotton,soil_type_Laterite,soil_type_Medium Black,soil_type_Red,soil_type_Red Laterite,division_Aurangabad,division_Konkan,division_Nagpur,division_Nashik,division_Pune
Palghar,Konkan,Kharif,2013,2.5087300799300163,-2.1730574229852406,1.0821510641534164,1.812519686056176,-0.8164356693828286,0.4718981142764773,0.9175086272795561,-0.20729425193692047,Alluvial,6.6,0.97,217.1,33.6,213.6,22.2,0.4,Rice,6,furrow,Desi,111.4,4,Jowar,0.7142857142857144,0.7272727272727273,0.5483870967741936,0.0,3,0,1,0,2101.4,0.243,Low,normal,1.997,1752.0,0.212,1.0,0.65,0.0,2446.1,0.071,4,2,1,2,0,False,False,False,False,False,False,True,False,False,False
Raigad,Konkan,Kharif,2013,2.3603422920571795,-2.2844868542380183,1.5505950541268119,1.3830251108442304,-0.4055108198725057,0.330123399996654,-0.02252552185424372,-0.20729425193692047,Laterite,5.2,0.52,214.2,12.8,208.7,18.7,0.39,Rice,8,drip,BT,104.3,6,Tur Dal,0.9428571428571428,0.4181818181818182,0.14516129032258068,0.0,1,1,0,0,2168.6,0.034,Low,normal,1.911,1800.0,0.509,0.6,1.0,0.033,2401.0,-0.169,4,1,0,7,0,False,True,False,False,False,False,True,False,False,False
Ratnagiri,Konkan,Kharif,2013,1.645044403411476,-2.135914279234314,0.9118077950721825,1.812519686056176,-0.6794607195460542,-0.35849664079105925,-0.9625596709880434,-0.20729425193692047,Laterite,5.1,0.71,229.0,10.3,101.6,18.4,0.3,Rice,6,canal,Desi,219.5,2,Sugarcane,0.6857142857142857,0.4545454545454546,0.32258064516129037,0.0,4,1,0,1,3008.5,0.24,Low,normal,1.495,1734.0,0.213,0.7,0.6,0.133,2153.6,-0.051,4,0,1,6,0,False,True,False,False,False,False,True,False,False,False
Sindhudurg,Konkan,Kharif,2013,1.6262810827441578,-1.9130554167287601,0.6988787087206393,1.0668693818687707,0.14238897947459156,-0.3758568098865478,3.0325854628306055,-0.20729425193692047,Laterite,5.9,0.64,167.0,10.8,149.5,31.2,0.14,Rice,0,rainfed,BT,284.7,4,Rice,0.7428571428571429,0.709090909090909,0.5161290322580646,0.2,6,6,0,0,2654.5,0.217,Low,normal,1.484,1740.0,0.773,1.0,0.4,1.2,2668.3,0.015,4,3,0,4,0,False,True,False,False,False,False,True,False,False,False
Nashik,Nashik,Rabi,2013,-0.7777156659601838,-1.5787671229704272,-1.7710986929572614,-1.8143233935113638,-0.54248576970928,-0.017079981913117378,-0.02252552185424372,5.99926737410342,Red,5.8,0.5,154.6,16.4,177.4,19.1,0.39,Onion,4,canal,Hybrid,137.9,1,Onion,0.5714285714285714,0.5818181818181818,0.5000000000000001,0.0,3,7,0,0,11827.2,0.039,Low,normal,0.255,1446.0,3.059,0.6,0.6,0.7,15272.0,-0.059,3,0,3,3,1,False,False,False,True,False,False,False,False,True,False
Nashik,Nashik,Year-Round,2013,-0.821830954246703,1.2441118020999342,1.0821510641534164,-1.712914952141877,0.005414029637817257,0.11601464781896165,-0.02252552185424372,-0.20729425193692047,Medium Black,7.3,0.3,243.1,18.5,329.4,18.5,0.43,Grapes,2,rainfed,Desi,230.9,0,Jowar,0.8571428571428572,0.8181818181818181,0.5483870967741936,0.0,6,4,0,0,17227.5,0.204,Low,normal,0.119,2304.0,4.53,0.8,0.4,0.8,22538.4,0.071,1,3,1,2,2,False,False,True,False,False,False,False,False,True,False
Ahmednagar,Nashik,Rabi,2013,-0.7824423039908823,-1.5787671229704272,-1.4729979720651014,-0.591456894644019,-0.8164356693828286,-0.106774188906475,-0.02252552185424372,2.2753303984792157,Red,6.3,0.49,134.4,16.7,271.8,20.2,0.34,Onion,5,rainfed,Hybrid,149.7,2,Tur Dal,0.5999999999999999,0.8727272727272728,0.7419354838709679,0.0,5,0,0,0,12288.3,0.134,Low,normal,0.247,1488.0,2.106,0.9,0.4,0.0,13741.5,0.126,3,3,3,7,1,False,False,False,True,False,False,False,False,True,False
Ahmednagar,Nashik,Year-Round,2013,-0.8403078120030698,0.8355372208397498,2.3171397649923673,-2.2975047906248025,0.14238897947459156,-0.4134705095934397,-0.02252552185424372,-0.20729425193692047,Red,6.3,0.36,196.9,11.9,221.9,22.2,0.4,Grapes,-3,rainfed,Desi,224.4,6,Grapes,0.3714285714285715,0.4181818181818182,0.467741935483871,0.4,3,1,0,0,15086.8,0.285,Medium,normal,0.097,2412.0,4.922,0.7,0.4,0.1,15110.7,-0.124,1,3,1,1,2,False,False,False,True,False,False,False,False,True,False
Dhule,Nashik,Rabi,2013,-0.7615305114914285,-2.098771135483389,-1.0045539820917058,-2.1960963492553156,-0.13156092019895704,0.2954030618056769,-0.02252552185424372,2.2753303984792157,Medium Black,7.3,0.55,198.2,19.2,447.2,31.4,0.46,Onion,-4,drip,BT,195.8,2,Rice,0.7142857142857144,0.4181818181818182,0.2741935483870968,0.0,7,7,0,1,15899.8,0.321,Medium,normal,0.284,1470.0,3.099,0.9,1.0,1.633,17222.4,-0.174,3,1,0,4,1,False,False,True,False,False,False,False,False,True,False
Dhule,Nashik,Year-Round,2013,-0.8185366307707616,1.6155432396091922,2.3171397649923673,-1.8143233935113638,-0.6794607195460542,0.21438893936006356,-0.02252552185424372,-0.20729425193692047,Medium Black,7.8,0.46,191.6,15.1,273.2,26.6,0.42,Grapes,3,sprinkler,BT,182.1,1,Tur Dal,0.5999999999999999,0.8363636363636364,0.7096774193548389,0.0,2,7,1,0,21645.2,0.301,Medium,normal,0.123,2538.0,4.905,0.7,0.85,0.467,21330.9,0.056,1,4,0,7,2,False,False,True,False,False,False,False,False,True,False
Nandurbar,Nashik,Rabi,2013,-0.7704108617309224,-1.8387691292269088,-0.7490390784698542,-1.0328818747229633,-0.6794607195460542,0.12469473236670595,-0.02252552185424372,1.0340180732711475,Red,6.5,0.32,136.5,12.8,161.4,20.4,0.2,Onion,-3,rainfed,BT,93.2,0,Sugarcane,0.5714285714285714,0.49090909090909074,0.41935483870967744,0.2,3,1,1,0,11270.7,0.266,Medium,normal,0.268,1548.0,2.354,0.9,0.4,0.1,14873.6,-0.095,3,3,0,6,1,False,False,False,True,False,False,False,False,True,False
Nandurbar,Nashik,Year-Round,2013,-0.8153855387502961,1.3555412333527106,2.104210678640824,-0.9553342430874728,-0.4055108198725057,0.3040831463534212,-0.02252552185424372,-0.20729425193692047,Red,5.6,0.47,177.2,8.4,214.4,21.3,0.33,Grapes,-3,rainfed,Hybrid,232.7,2,Tur Dal,0.5999999999999999,0.7818181818181817,0.6612903225806452,0.4,4,7,1,0,16838.4,0.556,High,normal,0.126,2466.0,3.691,0.7,0.4,0.933,25807.4,0.065,1,3,3,7,2,False,False,False,True,False,False,False,False,True,False
Jalgaon,Nashik,Rabi,2013,-0.7940440518844148,-1.9873417042306114,-2.026613596579113,-1.6353673205063866,0.005414029637817257,-0.32956302563191164,-0.02252552185424372,4.757955048895352,Red,5.7,0.32,134.2,12.4,206.0,24.9,0.5,Onion,1,drip,Hybrid,234.5,5,Sugarcane,0.6857142857142857,0.509090909090909,0.3709677419354839,0.4,20,3,1,1,10970.8,1.0,Critical,pest_outbreak,0.227,1344.0,2.742,0.7,1.0,2.0,17280.4,-0.081,3,1,3,6,1,False,False,False,True,False,False,False,False,True,False
Jalgaon,Nashik,Year-Round,2013,-0.8301383786642943,1.8012589583638212,1.2950801505049594,-2.5599736976987693,-0.26853587003573137,-0.12124099648604882,-0.02252552185424372,-0.20729425193692047,Medium Black,6.6,0.55,193.5,19.7,355.3,22.2,0.58,Grapes,2,drip,Desi,149.1,6,Jowar,0.6857142857142857,0.8727272727272728,0.6935483870967744,0.0,8,4,0,0,24894.9,0.181,Low,normal,0.109,2424.0,5.994,0.9,1.0,1.067,15168.2,0.119,1,1,1,2,2,False,False,True,False,False,False,False,False,True,False
Pune,Pune,Kharif,2013,0.07193332792173669,-0.7616179604500611,-0.32318090576676795,0.3450798874153625,-0.8164356693828286,0.3272300384807392,-0.02252552185424372,-0.20729425193692047,Deep Black Cotton,7.6,0.65,265.6,24.8,343.3,23.4,0.3,Soybean,-2,sprinkler,Hybrid,177.2,4,Soybean,0.5142857142857145,0.5454545454545454,0.5000000000000001,0.0,5,11,0,1,1132.1,0.435,Medium,normal,1.545,1782.0,1.557,0.8,0.85,1.833,1459.5,-0.039,5,4,3,5,0,True,False,False,False,False,False,False,False,False,True
Pune,Pune,Year-Round,2013,-0.7897471082201435,1.2069686583490078,1.3802517850455764,-1.5100980694029027,-0.4055108198725057,0.3619503766717164,-0.02252552185424372,-0.20729425193692047,Medium Black,7.2,0.4,223.4,24.4,313.6,18.5,0.26,Sugarcane,-1,furrow,BT,182.5,3,Tur Dal,0.5999999999999999,0.6000000000000001,0.5000000000000001,0.2,9,7,1,0,56056.9,0.498,Medium,normal,0.047,2340.0,4.267,0.8,0.65,2.1,66403.0,-0.009,6,2,0,7,2,False,False,True,False,False,False,False,False,False,True
Pune,Pune,Kharif,2013,0.08095690961670662,-1.2444788292120954,-1.2600688857135582,-0.609352501944517,-0.8164356693828286,0.35616365363988683,-0.4925425964211436,-0.20729425193692047,Medium Black,7.7,0.5,241.4,29.4,419.4,21.2,0.32,Jowar,4,furrow,Hybrid,200.2,3,Cotton,0.5142857142857145,0.6181818181818182,0.5645161290322581,0.2,4,2,0,1,1061.3,0.291,Medium,normal,1.754,1572.0,2.23,0.7,0.65,0.267,935.2,0.001,2,2,3,0,0,False,False,True,False,False,False,False,False,False,True
Satara,Pune,Kharif,2013,0.021802318505237672,-1.3930514042157982,-1.2600688857135582,1.2100342402727529,-0.8164356693828286,0.16809515510542739,-0.02252552185424372,-0.20729425193692047,Medium Black,6.5,0.69,248.6,21.9,264.1,25.8,0.74,Soybean,5,drip,Hybrid,284.2,6,Cotton,0.9142857142857141,0.5272727272727271,0.25806451612903225,0.0,7,23,1,0,1761.9,0.502,High,normal,1.467,1548.0,0.722,1.0,1.0,5.367,1229.3,-0.059,5,1,3,0,0,False,False,True,False,False,False,False,False,False,True
Satara,Pune,Year-Round,2013,-0.7873121734770565,0.5012489270814181,1.4228376023158857,-0.8718214090184836,-0.6794607195460542,0.4198176069900117,-0.02252552185424372,-0.20729425193692047,Medium Black,7.2,0.65,204.4,16.3,420.2,26.1,0.32,Sugarcane,-7,rainfed,BT,85.3,5,Jowar,0.5142857142857145,0.7818181818181817,0.7096774193548389,0.2,8,3,1,0,59832.4,0.419,Medium,normal,0.048,2232.0,3.172,1.0,0.4,0.8,48799.9,0.081,6,3,0,2,2,False,False,True,False,False,False,False,False,False,True
Satara,Pune,Kharif,2013,0.09613944389713207,-0.9473336792046901,-0.4509383575776941,1.6275984106177,-0.13156092019895704,0.40245743789452304,-0.25753405913769367,-0.20729425193692047,Medium Black,7.1,0.57,153.2,22.6,360.8,21.9,0.32,Jowar,1,rainfed,Hybrid,218.0,4,Sugarcane,0.5142857142857145,0.8363636363636364,0.7580645161290324,0.2,7,0,0,0,944.1,0.313,Medium,normal,1.781,1734.0,0.414,0.9,0.4,0.0,936.0,0.111,2,3,3,6,0,False,False,True,False,False,False,False,False,False,True
Sangli,Pune,Kharif,2013,0.11690800494111024,-1.1330493979593192,0.1026772669363176,1.6872504349526922,0.2793639293113659,0.4690047527605626,-0.7275511337045936,-0.20729425193692047,Deep Black Cotton,7.5,0.77,206.9,34.8,434.1,29.3,0.85,Soybean,-4,drip,BT,263.9,1,Sugarcane,0.3714285714285715,0.9090909090909092,0.9032258064516131,0.0,2,12,0,1,1717.0,0.286,Medium,normal,1.615,1782.0,0.353,1.0,1.0,0.8,1573.8,0.154,5,1,0,6,0,True,False,False,False,False,False,False,False,False,True
Sangli,Pune,Year-Round,2013,-0.8258414350000229,0.24124692082493648,0.9969794296127994,-1.5100980694029027,-0.6794607195460542,-0.49737799355496776,-0.02252552185424372,-0.20729425193692047,Deep Black Cotton,8.2,0.74,238.4,23.1,489.3,24.9,1.02,Sugarcane,-7,drip,Hybrid,201.7,3,Jowar,0.8857142857142857,0.4727272727272729,0.22580645161290325,0.2,18,6,1,1,59706.8,1.0,Critical,pest_outbreak,0.034,2130.0,3.706,0.8,1.0,3.6,59362.1,-0.086,6,1,3,2,2,True,False,False,False,False,False,False,False,False,True
Sangli,Pune,Kharif,2013,0.027101882357839065,-1.1701925417102428,-0.15283763668553327,1.6097028033172014,-0.54248576970928,0.18545532420091593,-0.02252552185424372,-0.20729425193692047,Deep Black Cotton,7.5,0.58,260.6,18.2,358.6,33.6,0.58,Jowar,-1,rainfed,Hybrid,271.9,7,Jowar,0.7428571428571429,0.6545454545454545,0.467741935483871,0.0,5,2,0,0,916.7,0.037,Low,normal,1.66,1740.0,0.415,0.9,0.4,0.333,623.7,0.014,2,3,3,2,0,True,False,False,False,False,False,False,False,False,True
Solapur,Pune,Kharif,2013,-0.016154017195825873,-1.3187651167139482,-1.4304121547947921,0.6075487944893287,-0.13156092019895704,0.046573971437007367,-0.02252552185424372,-0.20729425193692047,Medium Black,7.5,0.56,171.3,18.7,251.6,28.9,0.39,Soybean,-1,canal,Hybrid,197.4,4,Onion,0.5999999999999999,0.4,0.32258064516129037,0.0,6,22,0,0,1555.1,0.347,Medium,normal,1.408,1536.0,1.219,0.9,0.6,4.4,1239.4,-0.12,5,0,3,3,0,False,False,True,False,False,False,False,False,False,True
Solapur,Pune,Year-Round,2013,-0.7950466720727449,0.3898194958286392,1.8061099577486628,-0.9255082309199767,0.005414029637817257,0.23464246997146687,-0.02252552185424372,-0.20729425193692047,Medium Black,7.7,0.5,209.9,13.7,326.6,33.9,0.55,Sugarcane,5,furrow,BT,183.1,5,Grapes,0.7714285714285714,0.5818181818181818,0.38709677419354843,0.0,1,0,0,0,63213.6,0.014,Low,normal,0.045,2268.0,3.177,0.7,0.65,0.0,74212.6,-0.02,6,2,0,1,2,False,False,True,False,False,False,False,False,False,True
Solapur,Pune,Kharif,2013,-0.14219769801445198,-0.9473336792046901,-1.217483068443249,1.2517906573072468,-0.13156092019895704,-0.3527099177592298,0.44749155271265617,-0.20729425193692047,Deep Black Cotton,7.6,0.68,200.0,34.5,370.0,36.9,1.15,Jowar,-4,drip,Hybrid,122.7,3,Tur Dal,0.6285714285714286,0.6181818181818182,0.5000000000000001,0.0,5,6,0,0,1123.5,0.126,Low,normal,1.364,1626.0,0.737,0.8,1.0,1.0,1044.8,-0.0,2,1,3,7,0,True,False,False,False,False,False,False,False,False,True
Kolhapur,Pune,Kharif,2013,-0.16511473089056583,-1.0587631104574664,-1.3026547029838667,1.3054774792087405,0.2793639293113659,-0.4250439556570987,-0.25753405913769367,-0.20729425193692047,Deep Black Cotton,7.7,0.58,200.6,30.1,390.3,39.2,0.53,Soybean,1,canal,BT,106.4,2,Onion,0.7142857142857144,0.4545454545454546,0.3064516129032258,0.0,7,14,0,0,1243.7,0.304,Medium,normal,1.177,1596.0,0.679,0.7,0.6,3.267,1347.5,-0.088,5,0,0,3,0,True,False,False,False,False,False,False,False,False,True
Kolhapur,Pune,Year-Round,2013,-0.7792912119704166,0.2783900645758628,0.741464525990947,-2.3631220173932945,0.005414029637817257,0.6107794670403859,-0.02252552185424372,-0.20729425193692047,Medium Black,7.6,0.56,168.9,13.1,334.9,15.3,0.39,Sugarcane,1,furrow,Hybrid,153.0,1,Cotton,0.3714285714285715,0.6909090909090909,0.7096774193548389,0.0,1,0,1,0,66388.3,0.16,Low,normal,0.05,2100.0,4.605,0.6,0.65,0.0,64015.4,0.042,6,2,3,0,2,False,False,True,False,False,False,False,False,False,True
Kolhapur,Pune,Kharif,2013,-0.02259943269223289,-0.9473336792046901,-0.19542345395584249,0.631409604223326,0.14238897947459156,0.02632044082560404,-2.607619431972193,-0.20729425193692047,Deep Black Cotton,7.8,0.64,250.6,28.6,358.5,26.6,0.91,Jowar,-5,furrow,Hybrid,180.1,3,Onion,0.8,0.49090909090909074,0.29032258064516137,0.0,3,6,0,0,871.4,0.142,Low,normal,1.573,1770.0,1.269,0.8,0.65,0.6,1482.8,-0.068,2,2,3,3,0,True,False,False,False,False,False,False,False,False,True
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2013,-0.32782566431097404,-0.5759022416954321,0.9969794296127994,0.3928015068833563,-0.6794607195460542,-0.35849664079105925,-1.4325767455549432,-0.20729425193692047,Medium Black,6.8,0.49,175.1,13.4,330.6,22.5,0.36,Soybean,7,sprinkler,BT,254.4,5,Tur Dal,0.6285714285714286,0.9272727272727275,0.7741935483870969,0.0,2,18,0,1,1307.8,0.283,Medium,normal,0.925,1998.0,1.558,0.9,0.85,1.2,759.4,0.185,5,4,0,7,0,False,False,True,False,False,True,False,False,False,False
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2013,-0.21538897176254052,0.5755352145832682,-0.6212816266589287,0.9535305356322846,-0.26853587003573137,0.10733456327121736,-1.6675852828383932,-0.20729425193692047,Medium Black,7.1,0.35,178.9,23.9,372.6,25.6,0.61,Cotton,4,canal,Desi,164.2,5,Soybean,0.7142857142857144,0.4545454545454546,0.3064516129032258,0.4,5,2,0,0,337.6,0.281,Medium,normal,0.707,1956.0,1.244,0.9,0.6,0.333,166.4,-0.075,0,0,1,5,0,False,False,True,False,False,True,False,False,False,False
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2013,-0.33713570891689526,0.5012489270814181,0.8692219778018732,0.6373748066568249,0.005414029637817257,-0.39900370201386587,-0.4925425964211436,-0.20729425193692047,Medium Black,7.5,0.56,196.8,22.4,327.0,17.5,0.43,Tur Dal,9,furrow,HYV,277.0,3,Jowar,0.8,0.8181818181818181,0.5806451612903227,0.2,5,5,1,1,1049.7,0.672,High,normal,1.024,2154.0,1.567,0.8,0.65,0.833,495.5,0.125,7,2,2,2,0,False,False,True,False,False,True,False,False,False,False
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2013,-0.33842479201617665,-0.6130453854463559,0.1026772669363176,0.26156705334637276,-0.6794607195460542,-0.4018970635297807,0.44749155271265617,-0.20729425193692047,Medium Black,6.8,0.59,231.1,19.4,399.3,23.1,0.61,Jowar,-5,sprinkler,Desi,133.8,2,Tur Dal,0.4857142857142858,0.6545454545454545,0.6129032258064517,0.0,0,0,1,0,1378.4,0.21,Low,normal,1.022,1866.0,1.667,0.9,0.85,0.0,671.6,0.035,2,4,1,7,0,False,False,True,False,False,True,False,False,False,False
Jalna,Aurangabad,Kharif,2013,-0.19691211400617367,0.31553320832678916,0.4007779878284792,-0.10827549753058054,-0.6794607195460542,0.18256196268500116,-0.02252552185424372,-0.20729425193692047,Medium Black,7.6,0.56,222.1,14.7,426.6,18.3,0.33,Soybean,-4,drip,BT,167.4,4,Grapes,0.42857142857142855,0.8181818181818181,0.7903225806451614,0.0,5,2,0,0,1631.8,0.092,Low,normal,1.128,2058.0,2.296,0.6,1.0,0.333,669.8,0.161,5,1,0,1,0,False,False,True,False,False,True,False,False,False,False
Jalna,Aurangabad,Kharif,2013,-0.16067455577081874,-0.5387590979445058,0.5711212569097132,-1.0627078868904596,-0.54248576970928,0.3330167615125688,-1.1975682082714934,-0.20729425193692047,Medium Black,6.7,0.56,205.0,14.2,272.5,16.4,0.65,Cotton,-1,canal,HYV,117.9,0,Soybean,0.7714285714285714,0.9454545454545453,0.7096774193548389,0.4,5,14,0,0,359.7,0.449,Medium,normal,0.761,1944.0,2.893,0.8,0.6,2.333,246.0,0.231,0,0,2,5,0,False,False,True,False,False,True,False,False,False,False
Jalna,Aurangabad,Kharif,2013,-0.23458198679628584,-0.3530433791898768,0.31560635328786074,1.0310781672677756,-0.4055108198725057,0.02632044082560404,-0.7275511337045936,-0.20729425193692047,Medium Black,6.6,0.62,232.9,26.4,395.4,30.9,0.6,Tur Dal,2,canal,HYV,126.9,1,Rice,0.4857142857142858,0.709090909090909,0.6612903225806452,0.0,2,4,1,0,867.8,0.334,Medium,normal,1.203,1938.0,1.012,1.0,0.6,0.267,436.3,0.101,7,0,2,4,0,False,False,True,False,False,True,False,False,False,False
Jalna,Aurangabad,Kharif,2013,-0.3112108154757915,-0.39018652294080314,0.5285354396394039,0.29735826794736786,-0.8164356693828286,-0.2919493259250197,0.44749155271265617,-0.20729425193692047,Medium Black,7.2,0.62,153.6,29.7,341.0,22.2,0.38,Jowar,2,rainfed,HYV,122.8,3,Cotton,0.6857142857142857,0.4,0.2741935483870968,0.2,3,1,1,1,1010.7,0.411,Medium,normal,1.07,1962.0,1.69,1.0,0.4,0.1,686.3,-0.069,2,3,2,0,0,False,False,True,False,False,True,False,False,False,False
Beed,Aurangabad,Kharif,2013,-0.285142690579212,0.20410377707401017,-0.19542345395584249,-1.0388470771564622,-1.2273605188931516,-0.18200158832025878,0.44749155271265617,-0.20729425193692047,Deep Black Cotton,7.9,0.49,209.1,32.1,499.8,26.4,0.43,Soybean,-13,rainfed,Hybrid,104.4,2,Tur Dal,0.5999999999999999,0.709090909090909,0.5967741935483872,0.0,5,1,0,0,1215.0,0.108,Low,normal,0.991,1956.0,3.206,0.7,0.4,0.167,527.8,0.077,5,3,3,7,0,True,False,False,False,False,True,False,False,False,False
Beed,Aurangabad,Kharif,2013,-0.322382869002897,0.018388058319381166,0.23043471874724378,0.0050633487059054344,-0.4055108198725057,-0.3353497486637412,1.622534239129906,-0.20729425193692047,Medium Black,6.8,0.43,246.0,21.4,330.1,25.4,0.67,Cotton,-5,canal,BT,173.6,1,Soybean,0.3428571428571429,0.9818181818181817,0.9838709677419355,0.0,3,4,0,0,421.0,0.055,Low,normal,0.6,1986.0,2.086,0.9,0.6,0.4,172.3,0.227,0,0,0,5,0,False,False,True,False,False,True,False,False,False,False
Beed,Aurangabad,Kharif,2013,-0.21094879664279342,0.05553120207030749,-0.4935241748480026,-0.9672646479544715,-0.13156092019895704,0.12469473236670595,1.1525171645630061,-0.20729425193692047,Medium Black,6.9,0.44,169.7,27.5,279.3,33.2,0.37,Tur Dal,0,rainfed,Desi,258.9,5,Grapes,0.45714285714285713,0.8909090909090909,0.8387096774193549,0.0,7,5,0,0,974.8,0.164,Low,normal,1.244,1890.0,3.066,0.9,0.4,1.167,540.7,0.178,7,3,1,1,0,False,False,True,False,False,True,False,False,False,False
Beed,Aurangabad,Kharif,2013,-0.25348853891907974,-0.6873316729482085,-0.4935241748480026,-0.39460521433854406,-0.26853587003573137,-0.05180032010409452,0.21248301542920622,-0.20729425193692047,Deep Black Cotton,7.4,0.51,247.3,15.4,451.1,25.3,0.58,Jowar,-7,rainfed,BT,212.7,0,Jowar,0.7142857142857144,0.5454545454545454,0.38709677419354843,0.0,5,7,1,0,1016.0,0.383,Medium,normal,1.17,1770.0,2.234,0.9,0.4,1.167,657.9,-0.013,2,3,0,2,0,True,False,False,False,False,True,False,False,False,False
Latur,Aurangabad,Kharif,2013,-0.29917937321583177,-0.05589822918246885,0.5285354396394039,0.3212190776813652,-0.26853587003573137,-0.239868818638554,0.44749155271265617,-0.20729425193692047,Deep Black Cotton,7.3,0.43,224.4,32.0,315.3,27.1,1.11,Soybean,-3,drip,Hybrid,85.4,2,Rice,0.9428571428571428,0.9636363636363636,0.6290322580645162,0.0,12,7,1,1,1771.1,0.897,Critical,pest_outbreak,0.969,2016.0,1.753,0.9,1.0,2.8,558.4,0.222,5,1,3,4,0,True,False,False,False,False,True,False,False,False,False
Latur,Aurangabad,Kharif,2013,-0.14477586421301472,0.5012489270814181,-0.3657667230370764,-0.6033872995110175,-0.26853587003573137,0.39956407637860825,1.1525171645630061,-0.20729425193692047,Medium Black,7.2,0.47,247.7,22.5,423.4,34.1,0.61,Cotton,-3,furrow,Desi,175.2,2,Tur Dal,0.5142857142857145,0.6000000000000001,0.5483870967741936,0.0,6,6,0,0,437.3,0.26,Medium,normal,0.777,1980.0,2.886,0.9,0.65,1.2,223.1,0.022,0,2,1,7,0,False,False,True,False,False,True,False,False,False,False
Latur,Aurangabad,Kharif,2013,-0.13088241303187065,-0.05589822918246885,0.4007779878284792,-0.7465521579149994,-0.13156092019895704,0.45743130669690346,-0.9625596709880434,-0.20729425193692047,Medium Black,6.8,0.53,191.8,15.0,280.8,29.1,0.78,Tur Dal,3,drip,BT,281.2,3,Onion,0.3714285714285715,0.5454545454545454,0.5806451612903227,0.2,2,2,0,0,1084.8,0.139,Low,normal,1.384,1998.0,2.799,0.9,1.0,0.133,383.9,-0.008,7,1,0,3,0,False,False,True,False,False,True,False,False,False,False
Latur,Aurangabad,Kharif,2013,-0.28242129292517354,0.5383920708323419,-0.11025181941522554,-0.931473433353476,-0.13156092019895704,-0.17042814225659975,-0.9625596709880434,-0.20729425193692047,Deep Black Cotton,7.3,0.71,251.3,27.7,377.4,38.2,1.17,Jowar,-9,sprinkler,HYV,90.0,1,Soybean,0.7142857142857144,0.6909090909090909,0.5161290322580646,0.0,6,0,0,0,1243.4,0.109,Low,normal,1.12,2022.0,3.253,1.0,0.85,0.0,812.1,0.072,2,4,2,5,0,True,False,False,False,False,True,False,False,False,False
